Wall time,Step,Value
1607896890.562206,0,1.9264395236968994
1607896894.490498,1,1.4374655485153198
1607896898.345948,2,1.3509039878845215
1607896902.235538,3,1.3019731044769287
1607896906.129118,4,1.2691657543182373
1607896910.028809,5,1.2460590600967407
1607896913.900276,6,1.228312373161316
1607896919.152969,7,1.2151206731796265
1607896926.086901,8,1.2028794288635254
1607896935.993689,9,1.1926093101501465
1607896947.54708,10,1.1844685077667236
1607896958.967557,11,1.1750562191009521
1607896970.392333,12,1.1680670976638794
1607896981.658571,13,1.1620599031448364
1607896991.791367,14,1.1557115316390991
1607897003.407045,15,1.1502833366394043
1607897015.072013,16,1.1452561616897583
1607897026.588443,17,1.141311526298523
1607897037.664226,18,1.137434959411621
1607897048.742175,19,1.1331205368041992
1607897059.343307,20,1.1301485300064087
1607897069.314383,21,1.1260236501693726
1607897080.349633,22,1.1234115362167358
1607897090.321017,23,1.1200237274169922
1607897101.008123,24,1.1168396472930908
1607897111.795228,25,1.114076018333435
1607897122.564687,26,1.110939621925354
1607897133.397489,27,1.1088449954986572
1607897144.118304,28,1.1064329147338867
1607897153.66029,29,1.1039602756500244
1607897164.320391,30,1.102521300315857
1607897175.218692,31,1.0994856357574463
1607897185.420794,32,1.0980998277664185
1607897196.459688,33,1.0956662893295288
1607897207.992792,34,1.0944784879684448
1607897218.028,35,1.0920941829681396
1607897229.439387,36,1.0904098749160767
1607897241.314376,37,1.089206337928772
1607897253.116566,38,1.0881203413009644
1607897265.015457,39,1.0856213569641113
1607897276.633524,40,1.0848462581634521
1607897288.590185,41,1.0834070444107056
1607897300.271203,42,1.082223892211914
1607897309.575159,43,1.0811773538589478
1607897317.1174,44,1.0810573101043701
1607897326.062514,45,1.078865647315979
1607897336.677495,46,1.0779370069503784
1607897348.373713,47,1.076934576034546
1607897360.254859,48,1.076156735420227
1607897371.610357,49,1.0750010013580322
1607897382.845489,50,1.0733091831207275
1607897392.446232,51,1.0735139846801758
1607897403.44867,52,1.072208285331726
1607897414.315108,53,1.0722501277923584
1607897425.544198,54,1.0707226991653442
1607897436.675058,55,1.0698611736297607
1607897447.873004,56,1.0695183277130127
1607897459.006284,57,1.0689677000045776
1607897470.293823,58,1.0680488348007202
1607897481.50303,59,1.0674597024917603
1607897492.733185,60,1.0668110847473145
1607897500.175716,61,1.0664411783218384
1607897508.089176,62,1.0663833618164062
1607897517.125736,63,1.0652754306793213
1607897527.714406,64,1.06493079662323
1607897538.549479,65,1.0644103288650513
1607897549.260984,66,1.0639641284942627
1607897558.536806,67,1.0630722045898438
1607897569.002951,68,1.0631734132766724
1607897579.785917,69,1.062166690826416
1607897590.615112,70,1.0614503622055054
1607897601.44806,71,1.061362862586975
1607897612.29503,72,1.0605571269989014
1607897623.285241,73,1.0601071119308472
1607897632.252232,74,1.0598759651184082
1607897642.042174,75,1.0597273111343384
1607897652.98507,76,1.0587831735610962
1607897663.890519,77,1.059231162071228
1607897674.664132,78,1.0581691265106201
1607897685.552678,79,1.0581679344177246
1607897696.419401,80,1.0571998357772827
1607897707.406551,81,1.0574654340744019
1607897717.143694,82,1.0560041666030884
1607897728.041578,83,1.056479573249817
1607897737.883416,84,1.0563935041427612
1607897748.673133,85,1.0557961463928223
1607897759.521166,86,1.0557572841644287
1607897770.47789,87,1.0555447340011597
1607897781.329707,88,1.054770827293396
1607897792.258522,89,1.0544227361679077
1607897803.064478,90,1.0538976192474365
1607897813.93949,91,1.0536718368530273
1607897824.776254,92,1.0528526306152344
1607897835.754905,93,1.053441047668457
1607897847.01739,94,1.0518946647644043
1607897855.929552,95,1.0525001287460327
1607897863.429608,96,1.0524159669876099
1607897872.354463,97,1.0517277717590332
1607897883.80072,98,1.0509206056594849
1607897893.818752,99,1.0514107942581177
