Wall time,Step,Value
1607885692.776782,0,0.6072786450386047
1607885697.387917,1,0.2628386914730072
1607885701.900986,2,0.21531815826892853
1607885706.551968,3,0.19153577089309692
1607885711.091877,4,0.1770147681236267
1607885715.463546,5,0.16553108394145966
1607885719.993037,6,0.15686027705669403
1607885724.587375,7,0.15028800070285797
1607885728.99636,8,0.14377857744693756
1607885733.529216,9,0.13897424936294556
1607885738.007761,10,0.13439792394638062
1607885742.542882,11,0.12972275912761688
1607885747.205067,12,0.12577278912067413
1607885751.403116,13,0.12174075096845627
1607885755.927814,14,0.11767444759607315
1607885760.390665,15,0.11522738635540009
1607885764.85186,16,0.11322939395904541
1607885769.393984,17,0.10880168527364731
1607885773.915558,18,0.10620635747909546
1607885778.47307,19,0.10498141497373581
1607885783.05135,20,0.10209082067012787
1607885787.403422,21,0.10018369555473328
1607885791.849779,22,0.0986342504620552
1607885796.516902,23,0.09679184854030609
1607885800.895441,24,0.09512311965227127
1607885805.485444,25,0.09172099083662033
1607885810.000631,26,0.09054866433143616
1607885814.588101,27,0.09002549946308136
1607885819.148816,28,0.08843594044446945
1607885823.5558,29,0.08594975620508194
1607885827.910901,30,0.08509796857833862
1607885832.478973,31,0.08466513454914093
1607885836.902455,32,0.0825384333729744
1607885841.485523,33,0.0820494070649147
1607885846.099159,34,0.08050116151571274
1607885850.518971,35,0.07921822369098663
1607885855.117634,36,0.07905930280685425
1607885859.551817,37,0.07653488218784332
1607885863.961574,38,0.07674431055784225
1607885868.489865,39,0.07658194750547409
1607885872.856684,40,0.0744747444987297
1607885877.385499,41,0.07265722006559372
1607885880.443612,42,0.07198256999254227
1607885884.783921,43,0.07134762406349182
1607885889.394481,44,0.07045135647058487
1607885893.650763,45,0.06939377635717392
1607885898.145271,46,0.06959190964698792
1607885902.483141,47,0.06799919903278351
1607885906.819628,48,0.06701730936765671
1607885911.33269,49,0.06677785515785217
1607885915.845769,50,0.0644589513540268
1607885920.522632,51,0.06652796268463135
1607885923.948352,52,0.064446821808815
1607885928.346516,53,0.06330614537000656
1607885932.829378,54,0.06285590678453445
1607885937.083766,55,0.06135530769824982
1607885941.586245,56,0.06216757372021675
1607885946.052302,57,0.06213070824742317
1607885950.416022,58,0.059892889112234116
1607885954.907361,59,0.05947757512331009
1607885959.383672,60,0.059731271117925644
1607885963.837565,61,0.05899529159069061
1607885968.260275,62,0.059285711497068405
1607885972.700653,63,0.057946063578128815
1607885976.943772,64,0.05858606472611427
1607885981.428662,65,0.05536380410194397
1607885985.79884,66,0.056164149194955826
1607885990.274247,67,0.05494089797139168
1607885994.705123,68,0.054624129086732864
1607885999.095079,69,0.054430726915597916
1607886003.525986,70,0.05384243652224541
1607886007.998633,71,0.053300078958272934
1607886012.289119,72,0.05221986398100853
1607886016.757542,73,0.05174275115132332
1607886021.173156,74,0.05294608697295189
1607886025.498283,75,0.05067519471049309
1607886029.594834,76,0.052215296775102615
1607886034.092446,77,0.04952321946620941
1607886038.42187,78,0.04948130249977112
1607886042.861398,79,0.048986222594976425
1607886047.17186,80,0.04835548251867294
1607886051.519452,81,0.048991017043590546
1607886055.983604,82,0.04763740673661232
1607886060.39645,83,0.04671894758939743
1607886064.868181,84,0.04695737734436989
1607886069.260374,85,0.048213113099336624
1607886073.690771,86,0.04803015664219856
1607886078.109557,87,0.045411594212055206
1607886082.50079,88,0.04532677307724953
1607886086.799217,89,0.044482212513685226
1607886091.274812,90,0.04509826749563217
1607886095.697197,91,0.044642750173807144
1607886100.13274,92,0.0433681346476078
1607886104.557891,93,0.0442226305603981
1607886109.259699,94,0.04456793889403343
1607886113.237703,95,0.04238362982869148
1607886117.702796,96,0.04215284064412117
1607886122.145954,97,0.04068904370069504
1607886126.146691,98,0.04055514559149742
1607886130.702362,99,0.041266802698373795
