Wall time,Step,Value
1607887884.430987,0,0.743859052658081
1607887888.787264,1,0.45334428548812866
1607887893.150651,2,0.41136929392814636
1607887897.514068,3,0.38461539149284363
1607887902.082363,4,0.3644261360168457
1607887905.595202,5,0.3513905107975006
1607887908.898994,6,0.3408351540565491
1607887912.267165,7,0.3318440020084381
1607887915.607755,8,0.3245577812194824
1607887919.006363,9,0.3186277151107788
1607887922.703947,10,0.31328514218330383
1607887927.032156,11,0.3079657256603241
1607887931.416487,12,0.30331727862358093
1607887935.836314,13,0.2983091473579407
1607887940.285363,14,0.2953059673309326
1607887944.588621,15,0.29239028692245483
1607887948.962859,16,0.288486510515213
1607887953.354319,17,0.2865375578403473
1607887957.767948,18,0.28169092535972595
1607887962.247884,19,0.2796943187713623
1607887966.659683,20,0.2762848436832428
1607887971.170194,21,0.2760331928730011
1607887975.450508,22,0.2744717299938202
1607887979.115246,23,0.2711169123649597
1607887983.141108,24,0.26930364966392517
1607887987.541053,25,0.2676052451133728
1607887991.952509,26,0.26472944021224976
1607887996.366886,27,0.2620031535625458
1607888000.795296,28,0.2617819905281067
1607888005.19038,29,0.2614029049873352
1607888009.645101,30,0.2563839256763458
1607888014.03806,31,0.2538006901741028
1607888018.356425,32,0.2548401653766632
1607888022.74426,33,0.2529156804084778
1607888027.188927,34,0.2501372992992401
1607888031.598422,35,0.2510780096054077
1607888036.037076,36,0.24860505759716034
1607888040.46016,37,0.24729669094085693
1607888044.878745,38,0.24560441076755524
1607888049.287848,39,0.24409301578998566
1607888053.717925,40,0.24223928153514862
1607888058.056187,41,0.2411382794380188
1607888062.501816,42,0.2391980141401291
1607888066.877824,43,0.24116426706314087
1607888071.250745,44,0.23838481307029724
1607888075.582527,45,0.2376071959733963
1607888080.026099,46,0.2377839982509613
1607888084.394366,47,0.23447079956531525
1607888088.841031,48,0.23298537731170654
1607888093.16202,49,0.23289483785629272
1607888097.460619,50,0.2322186678647995
1607888101.816957,51,0.232595294713974
1607888106.197076,52,0.22930364310741425
1607888110.616779,53,0.2305753380060196
1607888114.978923,54,0.23023752868175507
1607888119.309386,55,0.22924312949180603
1607888123.696514,56,0.22549322247505188
1607888128.13103,57,0.22585418820381165
1607888132.460252,58,0.22438088059425354
1607888136.933079,59,0.22305190563201904
1607888141.383461,60,0.22132304310798645
1607888145.755395,61,0.22204813361167908
1607888150.161677,62,0.22088661789894104
1607888154.573294,63,0.22110015153884888
1607888159.040392,64,0.22013147175312042
1607888163.514352,65,0.2189115434885025
1607888167.931811,66,0.21810588240623474
1607888172.20528,67,0.2193688154220581
1607888176.651232,68,0.21732479333877563
1607888181.078132,69,0.21812058985233307
1607888185.492906,70,0.2147803008556366
1607888189.859889,71,0.2142394483089447
1607888194.268598,72,0.21306069195270538
1607888198.696967,73,0.21570837497711182
1607888203.077215,74,0.21325598657131195
1607888207.456604,75,0.21160081028938293
1607888211.798728,76,0.21392092108726501
1607888216.251035,77,0.21334344148635864
1607888220.723224,78,0.21207661926746368
1607888225.141687,79,0.20945218205451965
1607888229.554817,80,0.2102752923965454
1607888233.973775,81,0.2105131596326828
1607888238.495076,82,0.209004208445549
1607888242.923837,83,0.20920634269714355
1607888247.194429,84,0.20825207233428955
1607888251.633427,85,0.20593534409999847
1607888256.058096,86,0.2062821388244629
1607888260.198804,87,0.2069336324930191
1607888264.611876,88,0.20667116343975067
1607888268.965504,89,0.20498967170715332
1607888273.313311,90,0.2042827308177948
1607888277.698922,91,0.2042420655488968
1607888282.063234,92,0.20263193547725677
1607888286.346381,93,0.20348313450813293
1607888290.667088,94,0.20317795872688293
1607888295.075816,95,0.2044176161289215
1607888299.532555,96,0.2003253996372223
1607888303.975303,97,0.20127561688423157
1607888308.373238,98,0.20183353126049042
1607888312.737994,99,0.20103135704994202
1607891052.069081,0,0.7047802805900574
1607891056.330816,1,0.4367399215698242
1607891060.66335,2,0.39697030186653137
1607891064.951149,3,0.3771415948867798
1607891069.1735,4,0.36111709475517273
1607891073.436334,5,0.34989994764328003
1607891077.730046,6,0.3419326841831207
1607891082.053668,7,0.333260715007782
1607891086.322512,8,0.3253920376300812
1607891090.433197,9,0.3208712637424469
1607891094.775749,10,0.31361258029937744
1607891099.103614,11,0.31037360429763794
1607891103.45781,12,0.30772075057029724
1607891107.831084,13,0.3018490970134735
1607891112.088429,14,0.29718270897865295
1607891116.345475,15,0.29343104362487793
1607891120.655953,16,0.29015758633613586
1607891124.926844,17,0.28631728887557983
1607891129.171136,18,0.28364911675453186
1607891133.696156,19,0.2830890417098999
1607891138.110482,20,0.2781048119068146
1607891142.406978,21,0.2762494683265686
1607891146.798185,22,0.273358553647995
1607891151.14089,23,0.2729017734527588
1607891155.488737,24,0.271427720785141
1607891159.79828,25,0.2673799693584442
1607891164.225581,26,0.265799343585968
1607891168.384674,27,0.2654954195022583
1607891172.759391,28,0.261127233505249
1607891177.10301,29,0.2603136897087097
1607891181.474354,30,0.259723424911499
1607891185.860956,31,0.2566925287246704
1607891190.25644,32,0.2560751438140869
1607891194.703777,33,0.2533079981803894
1607891199.11556,34,0.25198593735694885
1607891203.480264,35,0.2519407272338867
1607891207.668177,36,0.25021564960479736
1607891212.110358,37,0.24927087128162384
1607891216.421389,38,0.2478160262107849
1607891220.70129,39,0.24591565132141113
1607891224.947904,40,0.24449686706066132
1607891229.253118,41,0.24311353266239166
1607891233.560796,42,0.2461683303117752
1607891237.868135,43,0.2427123785018921
1607891242.125018,44,0.24071858823299408
1607891246.223561,45,0.24001669883728027
1607891250.557252,46,0.2387961894273758
1607891254.77989,47,0.23864680528640747
1607891259.110953,48,0.23775845766067505
1607891263.387023,49,0.23571272194385529
1607891267.647444,50,0.2342890202999115
1607891271.934158,51,0.23269449174404144
1607891276.201007,52,0.23615002632141113
1607891280.467145,53,0.2302384227514267
1607891284.49772,54,0.2311151921749115
1607891288.776123,55,0.23054108023643494
1607891293.108962,56,0.22949960827827454
1607891297.362723,57,0.22885310649871826
1607891301.645973,58,0.22721697390079498
1607891306.013927,59,0.22846730053424835
1607891310.31057,60,0.22496889531612396
1607891314.628697,61,0.22643987834453583
1607891318.935331,62,0.22376804053783417
1607891323.081507,63,0.2245277315378189
1607891327.37528,64,0.222275510430336
1607891331.72213,65,0.22229553759098053
1607891336.118307,66,0.22009621560573578
1607891340.460098,67,0.22023726999759674
1607891344.906486,68,0.22143158316612244
1607891349.169367,69,0.22092898190021515
1607891353.579248,70,0.21969276666641235
1607891357.951108,71,0.2193482518196106
1607891362.130469,72,0.21721920371055603
1607891366.540639,73,0.21522411704063416
1607891370.943821,74,0.2157132923603058
1607891375.367046,75,0.21513617038726807
1607891379.753701,76,0.214426651597023
1607891384.123744,77,0.2159912884235382
1607891388.510295,78,0.2106548249721527
1607891392.952138,79,0.21280314028263092
1607891396.818304,80,0.21491281688213348
1607891902.172524,0,0.7047802805900574
1607891905.26509,1,0.4367399215698242
1607891908.227485,2,0.39697030186653137
1607891911.240365,3,0.37714165449142456
1607891913.924115,4,0.36111706495285034
1607891917.282212,5,0.34989994764328003
1607891920.335168,6,0.3419327437877655
1607891923.209192,7,0.333260715007782
1607891926.460992,8,0.3253849148750305
1607891929.425389,9,0.32092198729515076
1607891932.431713,10,0.31348511576652527
1607891935.395999,11,0.31035736203193665
1607891937.942135,12,0.30783867835998535
1607891940.304402,13,0.3018495440483093
1607891942.552369,14,0.29735058546066284
1607891945.838349,15,0.29327288269996643
1607891948.458497,16,0.2897678315639496
1607891951.541544,17,0.2861206829547882
1607891954.493273,18,0.28362855315208435
1607891957.478971,19,0.2833564579486847
1607891960.478564,20,0.2786370515823364
1607891963.435117,21,0.276211142539978
1607891966.368025,22,0.2737002670764923
1607891969.240805,23,0.273047536611557
1607891972.361266,24,0.27152884006500244
1607891975.053142,25,0.26723402738571167
1607891978.221213,26,0.2665397524833679
1607891981.203075,27,0.26571735739707947
1607891984.102167,28,0.2616630494594574
1607891986.784295,29,0.26053836941719055
1607891988.934445,30,0.25960248708724976
1607891991.103359,31,0.2567718029022217
1607891993.241071,32,0.2567063271999359
1607891995.490457,33,0.25375157594680786
1607891997.640804,34,0.25306960940361023
1607891999.975512,35,0.2524082660675049
1607892003.120861,36,0.2502121925354004
1607892006.025821,37,0.2491435706615448
1607892008.5625,38,0.24753186106681824
1607892011.938651,39,0.24692940711975098
1607892014.737097,40,0.2451622039079666
1607892017.933329,41,0.2433127462863922
1607892021.192745,42,0.24529032409191132
1607892023.994979,43,0.2431861162185669
1607892027.141856,44,0.24044093489646912
1607892030.113544,45,0.23990708589553833
1607892033.272429,46,0.23938991129398346
1607892036.103885,47,0.23828835785388947
1607892039.403924,48,0.23747654259204865
1607892042.674127,49,0.23642434179782867
1607892045.524047,50,0.2339567393064499
1607892048.878415,51,0.23306308686733246
1607892051.678687,52,0.23603402078151703
1607892054.833533,53,0.23179832100868225
1607892057.782895,54,0.23039555549621582
1607892060.892307,55,0.23033925890922546
1607892064.063315,56,0.22861331701278687
1607892067.021403,57,0.22891788184642792
1607892070.356931,58,0.22823020815849304
1607892073.23274,59,0.22854626178741455
